iter	Accuracy	Logloss
879	0.9523809524	0.106694065
880	0.9523809524	0.1066821882
881	0.9523809524	0.106675749
882	0.9523809524	0.1066737221
883	0.9523809524	0.1066697652
884	0.9523809524	0.1066615346
885	0.9523809524	0.1066526689
886	0.9523809524	0.1066349685
887	0.9523809524	0.1066213891
888	0.9523809524	0.1066192474
889	0.9523809524	0.1066123578
890	0.9523809524	0.1065925369
891	0.9523809524	0.1065811664
892	0.9523809524	0.106572382
893	0.9523809524	0.1065668949
894	0.9523809524	0.106561991
895	0.9523809524	0.1065529961
896	0.9523809524	0.1065490042
897	0.9523809524	0.1065358301
898	0.9523809524	0.1065193189
899	0.9523809524	0.1065092278
900	0.9523809524	0.1064955593
901	0.9523809524	0.1064869578
902	0.9523809524	0.106484427
903	0.9523809524	0.1064743296
904	0.9523809524	0.1064658389
905	0.9523809524	0.1064604908
906	0.9523809524	0.106447992
907	0.9523809524	0.1064397674
908	0.9523809524	0.1064331193
909	0.9523809524	0.1064246632
910	0.9523809524	0.1064195994
911	0.9523809524	0.1064100566
912	0.9523809524	0.1064055609
913	0.9523809524	0.1063950093
914	0.9523809524	0.1063882702
915	0.9523809524	0.1063831088
916	0.9523809524	0.1063735905
917	0.9523809524	0.1063639236
918	0.9523809524	0.106356463
919	0.9523809524	0.1063420727
920	0.9523809524	0.1063293057
921	0.9523809524	0.1063149864
922	0.9523809524	0.1063053629
923	0.9523809524	0.1063006609
924	0.9523809524	0.1062879063
925	0.9523809524	0.1062787496
926	0.9523809524	0.106271371
927	0.9523809524	0.1062667816
928	0.9523809524	0.1062585452
929	0.9523809524	0.1062513535
930	0.9523809524	0.1062452739
931	0.9523809524	0.1062323591
932	0.9523809524	0.1062208599
933	0.9523809524	0.1062125599
934	0.9523809524	0.1062074915
935	0.9523809524	0.1061942633
936	0.9523809524	0.1061913369
937	0.9523809524	0.1061884273
938	0.9523809524	0.1061804355
939	0.9523809524	0.106175641
940	0.9523809524	0.1061720494
941	0.9523809524	0.1061599933
942	0.9523809524	0.1061488923
943	0.9523809524	0.1061407942
944	0.9523809524	0.1061367674
945	0.9523809524	0.106125956
946	0.9523809524	0.1061200108
947	0.9523809524	0.1061134089
948	0.9523809524	0.1061114134
949	0.9523809524	0.1061000041
950	0.9523809524	0.1060936658
951	0.9523809524	0.1060849356
952	0.9523809524	0.1060795008
953	0.9523809524	0.1060704689
954	0.9523809524	0.1060598319
955	0.9523809524	0.1060551743
956	0.9523809524	0.1060488054
957	0.9523809524	0.1060450943
958	0.9523809524	0.1060280211
959	0.9523809524	0.106023751
960	0.9523809524	0.1060172183
961	0.9523809524	0.1060124337
962	0.9523809524	0.1060023157
963	0.9523809524	0.1059918037
964	0.9523809524	0.1059883113
965	0.9523809524	0.1059814973
966	0.9523809524	0.1059683994
967	0.9523809524	0.1059563837
968	0.9523809524	0.1059419872
969	0.9523809524	0.1059371715
970	0.9523809524	0.1059354739
971	0.9523809524	0.1059295568
972	0.9523809524	0.1059181193
973	0.9523809524	0.1059067633
974	0.9523809524	0.1059031943
975	0.9523809524	0.105900203
976	0.9523809524	0.1058961194
977	0.9523809524	0.1058903445
978	0.9523809524	0.1058750813
979	0.9523809524	0.1058722341
980	0.9523809524	0.1058606812
981	0.9523809524	0.1058559181
982	0.9523809524	0.1058500366
983	0.9523809524	0.1058440289
984	0.9523809524	0.1058379665
985	0.9523809524	0.105831506
986	0.9523809524	0.1058281272
987	0.9523809524	0.1058218025
988	0.9523809524	0.1058188864
989	0.9523809524	0.1058161663
990	0.9523809524	0.1058134426
991	0.9523809524	0.1058086158
992	0.9523809524	0.105801653
993	0.9523809524	0.1057961277
994	0.9523809524	0.1057919545
995	0.9523809524	0.1057875734
996	0.9523809524	0.1057786513
997	0.9523809524	0.105773279
998	0.9523809524	0.1057684971
999	0.9523809524	0.1057624777
